OBJECTID,SiteID,DamageID1,ConfidenceID,SensorDate,SensorID,Settlement_Name,DamageCause,DatePeriod,CountyID,Shape_Length,Shape_Area,Lat,Long,DatePeriodStart,DatePeriodEnd,Start Dt,End Dt,Radius (m)
"1,877",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001030428,8.45E-08,36.22096476,37.18552954,6/6/14,1/25/15,218,451,20.22956037
"1,878",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001262476,1.27E-07,36.23755044,37.18433287,6/6/14,1/25/15,218,451,24.78783522
"1,879",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001019792,8.28E-08,36.23892446,37.18515513,6/6/14,1/25/15,218,451,20.02308784
"1,880",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001099046,9.61E-08,36.2329578,37.18199152,6/6/14,1/25/15,218,451,21.57838973
"1,881",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000898463,6.42E-08,36.23210817,37.17875626,6/6/14,1/25/15,218,451,17.64009789
"1,882",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000927505,6.85E-08,36.23384807,37.17985457,6/6/14,1/25/15,218,451,18.21048018
"1,883",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000775856,4.79E-08,36.23334708,37.17617756,6/6/14,1/25/15,218,451,15.23300397
"1,884",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001296776,1.34E-07,36.20444973,37.19380779,6/6/14,1/25/15,218,451,25.45589395
"1,885",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001184197,1.12E-07,36.20710158,37.19356128,6/6/14,1/25/15,218,451,23.24632212
"1,886",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000733649,4.28E-08,36.2103497,37.19393029,6/6/14,1/25/15,218,451,14.40218101
"1,887",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000916871,6.69E-08,36.19948689,37.20250554,6/6/14,1/25/15,218,451,17.9977361
"1,888",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000968318,7.46E-08,36.20076279,37.19840861,6/6/14,1/25/15,218,451,19.00774752
"1,889",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000997562,7.92E-08,36.19579138,37.1992224,6/6/14,1/25/15,218,451,19.58119953
"1,890",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.00104848,8.75E-08,36.19418798,37.19783685,6/6/14,1/25/15,218,451,20.58047307
"1,891",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000947694,7.15E-08,36.19390051,37.19475582,6/6/14,1/25/15,218,451,18.60209278
"1,892",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000974778,7.56E-08,36.22702218,37.18157931,6/6/14,1/25/15,218,451,19.13783964
"1,893",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000742766,4.39E-08,36.23323369,37.16933965,6/6/14,1/25/15,218,451,14.5833133
"1,894",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001055145,8.86E-08,36.23259026,37.16945374,6/6/14,1/25/15,218,451,20.71636253
"1,895",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000790854,4.98E-08,36.22916352,37.17165182,6/6/14,1/25/15,218,451,15.52703666
"1,896",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001059816,8.94E-08,36.20615357,37.16463502,6/6/14,1/25/15,218,451,20.80460109
"1,897",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.00098905,7.78E-08,36.2091062,37.16138519,6/6/14,1/25/15,218,451,19.4157469
"1,898",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000748176,4.45E-08,36.20573432,37.161393,6/6/14,1/25/15,218,451,14.6869285
"1,899",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000436892,1.52E-08,36.20571171,37.16100695,6/6/14,1/25/15,218,451,8.576312743
"1,900",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000867455,5.99E-08,36.20719814,37.16380351,6/6/14,1/25/15,218,451,17.02854629
"1,901",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000951214,7.20E-08,36.20288559,37.16584907,6/6/14,1/25/15,218,451,18.67228839
"1,902",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000608877,2.95E-08,36.20353842,37.16846161,6/6/14,1/25/15,218,451,11.95227349
"1,903",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001074439,9.19E-08,36.20162393,37.16604546,6/6/14,1/25/15,218,451,21.09095795
"1,904",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001066325,9.05E-08,36.19661426,37.17185368,6/6/14,1/25/15,218,451,20.93105325
"1,905",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.00097486,7.56E-08,36.19486315,37.17435116,6/6/14,1/25/15,218,451,19.13542745
"1,906",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000614504,3.00E-08,36.19447493,37.17389638,6/6/14,1/25/15,218,451,12.062025
"1,907",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.00092665,6.83E-08,36.1940204,37.17374217,6/6/14,1/25/15,218,451,18.18905563
"1,908",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000836543,5.57E-08,36.20238553,37.17333465,6/6/14,1/25/15,218,451,16.42123167
"1,909",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000760844,4.61E-08,36.20377241,37.16908807,6/6/14,1/25/15,218,451,14.93539967
"1,910",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001059125,8.93E-08,36.20287001,37.17204234,6/6/14,1/25/15,218,451,20.79051967
"1,911",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001078983,9.26E-08,36.20263051,37.170795,6/6/14,1/25/15,218,451,21.18034098
"1,912",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000746337,4.43E-08,36.20240928,37.17265623,6/6/14,1/25/15,218,451,14.65049465
"1,913",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000922125,6.77E-08,36.20088345,37.17251832,6/6/14,1/25/15,218,451,18.10099172
"1,914",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000807131,5.18E-08,36.18703406,37.15568174,6/6/14,1/25/15,218,451,15.84231892
"1,915",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000734681,4.30E-08,36.18643281,37.15586358,6/6/14,1/25/15,218,451,14.42021555
"1,916",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001100042,9.63E-08,36.18928214,37.15911447,6/6/14,1/25/15,218,451,21.59188265
"1,917",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001016607,8.22E-08,36.18649728,37.15854739,6/6/14,1/25/15,218,451,19.95381485
"1,918",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000631252,3.17E-08,36.18597101,37.15810038,6/6/14,1/25/15,218,451,12.39008357
"1,919",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000520544,2.16E-08,36.18867545,37.1577345,6/6/14,1/25/15,218,451,10.21731612
"1,920",Building (General / Default),Severe Damage (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000554352,2.45E-08,36.19028369,37.15873114,6/6/14,1/25/15,218,451,10.88100722
"1,921",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001061704,8.97E-08,36.19078539,37.15954217,6/6/14,1/25/15,218,451,20.8395318
"1,922",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000798478,5.07E-08,36.18559865,37.16076059,6/6/14,1/25/15,218,451,15.67231946
"1,923",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000874222,6.08E-08,36.18975339,37.1703179,6/6/14,1/25/15,218,451,17.15947162
"1,924",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000792064,4.99E-08,36.18940579,37.16924362,6/6/14,1/25/15,218,451,15.54682747
"1,925",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000724569,4.18E-08,36.18902445,37.16907953,6/6/14,1/25/15,218,451,14.22197597
"1,926",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000678529,3.66E-08,36.18925424,37.16945806,6/6/14,1/25/15,218,451,13.31831607
"1,927",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000838984,5.60E-08,36.18768195,37.16882026,6/6/14,1/25/15,218,451,16.46759139
"1,928",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000712291,4.04E-08,36.1879307,37.16911387,6/6/14,1/25/15,218,451,13.98087497
"1,929",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000792689,5.00E-08,36.19063362,37.17004962,6/6/14,1/25/15,218,451,15.55920907
"1,930",Building (General / Default),Severe Damage (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),06JUN14-25JAN15,760,0.00041104,1.34E-08,36.19178877,37.16986562,6/6/14,1/25/15,218,451,8.068108311
"1,931",Building (General / Default),Severe Damage (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),06JUN14-25JAN15,760,0.000363911,1.05E-08,36.18919039,37.17019357,6/6/14,1/25/15,218,451,7.142916299
"1,932",Building (General / Default),Severe Damage (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),06JUN14-25JAN15,760,0.000383843,1.17E-08,36.18897897,37.16995019,6/6/14,1/25/15,218,451,7.534138686
"1,933",Building (General / Default),Severe Damage (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),06JUN14-25JAN15,760,0.000319169,8.11E-09,36.18818841,37.16985004,6/6/14,1/25/15,218,451,6.264689534
"1,934",Building (General / Default),Severe Damage (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),06JUN14-25JAN15,760,0.000254652,5.16E-09,36.19031813,37.17007335,6/6/14,1/25/15,218,451,4.998391871
"1,935",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000792631,5.00E-08,36.19247142,37.16922604,6/6/14,1/25/15,218,451,15.55824758
"1,936",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),06JUN14-25JAN15,760,0.00025812,5.30E-09,36.19319065,37.16667204,6/6/14,1/25/15,218,451,5.066566854
"1,937",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),06JUN14-25JAN15,760,0.000275711,6.05E-09,36.19291952,37.16671473,6/6/14,1/25/15,218,451,5.411834097
"1,938",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000551424,2.42E-08,36.19744354,37.16949538,6/6/14,1/25/15,218,451,10.82404737
"1,939",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),06JUN14-25JAN15,760,0.000294532,6.90E-09,36.19495395,37.17084727,6/6/14,1/25/15,218,451,5.781360457
"1,940",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000663667,3.51E-08,36.19650039,37.16927019,6/6/14,1/25/15,218,451,13.02720946
"1,941",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000769924,4.72E-08,36.19397365,37.17492404,6/6/14,1/25/15,218,451,15.11268955
"1,942",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000902243,6.48E-08,36.19377792,37.17469614,6/6/14,1/25/15,218,451,17.70993729
"1,943",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000645032,3.31E-08,36.18938965,37.17432395,6/6/14,1/25/15,218,451,12.66083419
"1,944",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000586823,2.74E-08,36.18849451,37.1740323,6/6/14,1/25/15,218,451,11.51823132
"1,945",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000759862,4.59E-08,36.18902508,37.17445879,6/6/14,1/25/15,218,451,14.91472267
"1,946",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000544717,2.36E-08,36.18679459,37.17442517,6/6/14,1/25/15,218,451,10.69165304
"1,947",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),23DEC14-25JAN15,760,0.001156423,1.06E-07,36.2017443,37.15817342,12/23/14,1/25/15,418,451,22.70034163
"1,948",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),23DEC14-25JAN15,760,0.001177377,1.10E-07,36.20203958,37.1583551,12/23/14,1/25/15,418,451,23.11167324
"1,949",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000881856,6.19E-08,36.20161064,37.15969792,6/6/14,1/25/15,218,451,17.31063827
"1,950",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Explosive charge (Other),06JUN14-25JAN15,760,0.001166849,1.08E-07,36.19680722,37.1606558,6/6/14,1/25/15,218,451,22.90429033
"1,951",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Explosive charge (Other),06JUN14-25JAN15,760,0.000864065,5.94E-08,36.19724481,37.1602284,6/6/14,1/25/15,218,451,16.96092186
"1,952",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Explosive charge (Other),06JUN14-25JAN15,760,0.001171629,1.09E-07,36.19745174,37.16341329,6/6/14,1/25/15,218,451,22.99818349
"1,953",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Explosive charge (Other),06JUN14-25JAN15,760,0.001175599,1.10E-07,36.19689499,37.16191027,6/6/14,1/25/15,218,451,23.07604391
"1,954",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Explosive charge (Other),06JUN14-25JAN15,760,0.001800651,2.58E-07,36.19745106,37.16249812,6/6/14,1/25/15,218,451,35.36249252
"1,955",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000638331,3.24E-08,36.19876819,37.16021272,6/6/14,1/25/15,218,451,12.53006519
"1,956",Building (General / Default),Destroyed (bld),Very High,6/6/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),20FEB14-06JUN14,760,0.000586397,2.74E-08,36.18640319,37.16813462,2/20/14,6/6/14,112,218,11.50971653
"1,957",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000607481,2.94E-08,36.18551074,37.16744359,6/6/14,1/25/15,218,451,11.92347647
"1,958",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000853592,5.80E-08,36.18532903,37.167128,6/6/14,1/25/15,218,451,16.75405618
"1,959",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000607107,2.93E-08,36.18572149,37.16704377,6/6/14,1/25/15,218,451,11.916146
"1,960",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000701882,3.92E-08,36.1875788,37.16692866,6/6/14,1/25/15,218,451,13.77653479
"1,961",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000692212,3.81E-08,36.18578647,37.16587532,6/6/14,1/25/15,218,451,13.58658219
"1,962",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000725809,4.19E-08,36.18721807,37.16745056,6/6/14,1/25/15,218,451,14.24613883
"1,963",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000673785,3.61E-08,36.18772892,37.16734357,6/6/14,1/25/15,218,451,13.22505403
"1,964",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000686305,3.75E-08,36.1888924,37.16939688,6/6/14,1/25/15,218,451,13.47090537
"1,965",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.00047087,1.76E-08,36.18776712,37.17001576,6/6/14,1/25/15,218,451,9.24226227
"1,966",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000796076,5.04E-08,36.20689188,37.17872148,6/6/14,1/25/15,218,451,15.62732833
"1,967",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001082778,9.33E-08,36.20712192,37.17943883,6/6/14,1/25/15,218,451,21.25542588
"1,968",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000624493,3.10E-08,36.20486309,37.17833358,6/6/14,1/25/15,218,451,12.25890625
"1,969",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001127984,1.01E-07,36.20391415,37.179584,6/6/14,1/25/15,218,451,22.14241091
"1,970",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000674231,3.62E-08,36.20574061,37.1806057,6/6/14,1/25/15,218,451,13.23535164
"1,971",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000749553,4.47E-08,36.20621189,37.17709752,6/6/14,1/25/15,218,451,14.71399482
"1,972",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001248989,1.24E-07,36.20000813,37.17823522,6/6/14,1/25/15,218,451,24.51713736
"1,973",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.001050209,8.78E-08,36.2061739,37.18195763,6/6/14,1/25/15,218,451,20.61593808
"1,974",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000784512,4.90E-08,36.20625648,37.17977902,6/6/14,1/25/15,218,451,15.40025742
"1,975",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.00081199,5.25E-08,36.20615493,37.17945487,6/6/14,1/25/15,218,451,15.93964899
"1,976",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000987412,7.76E-08,36.209102,37.1810668,6/6/14,1/25/15,218,451,19.38358684
"1,977",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000756001,4.55E-08,36.19587109,37.18032533,6/6/14,1/25/15,218,451,14.83958044
"1,978",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000799663,5.09E-08,36.18873332,37.18273558,6/6/14,1/25/15,218,451,15.69590205
"1,979",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000842351,5.65E-08,36.20936015,37.16302458,6/6/14,1/25/15,218,451,16.53599146
"1,980",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000480868,1.84E-08,36.20885388,37.16306053,6/6/14,1/25/15,218,451,9.439770305
"1,981",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000749537,4.47E-08,36.20648046,37.16461068,6/6/14,1/25/15,218,451,14.71370302
"1,982",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000857573,5.85E-08,36.20536997,37.16404524,6/6/14,1/25/15,218,451,16.83436237
"1,983",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000861946,5.91E-08,36.20522288,37.16253888,6/6/14,1/25/15,218,451,16.92019532
"1,984",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000775266,4.78E-08,36.20454185,37.16295173,6/6/14,1/25/15,218,451,15.2185788
"1,985",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000944655,7.10E-08,36.2042858,37.16132989,6/6/14,1/25/15,218,451,18.54365119
"1,986",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000777955,4.82E-08,36.20560876,37.1618198,6/6/14,1/25/15,218,451,15.2714666
"1,987",Building (General / Default),Destroyed (bld),Very High,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),06JUN14-25JAN15,760,0.000555758,2.46E-08,36.20592881,37.16121865,6/6/14,1/25/15,218,451,10.90971108
