OBJECTID,SiteID,DamageID1,ConfidenceID,SensorDate,SensorID,Settlement_Name,DamageCause,DatePeriod,CountyID,Shape_Length,Shape_Area,Lat,Long,DatePeriodStart,DatePeriodEnd,Start Dt,End Dt,Radius (m)
1,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.0021357,3.63E-07,36.21728263,37.19935363,1/1/01,10/31/13,-4686,0,41.96281146
2,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.003035557,7.33E-07,36.20721156,37.19558218,1/1/01,10/31/13,-4686,0,59.66848233
3,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.002544323,5.15E-07,36.18539309,37.16999306,1/1/01,10/31/13,-4686,0,49.99483748
4,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.002482708,4.63E-07,36.20239261,37.15803823,1/1/01,10/31/13,-4686,0,47.44623132
5,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001686013,2.26E-07,36.2007619,37.15340659,1/1/01,10/31/13,-4686,0,33.10831547
6,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.00124344,1.23E-07,36.2008037,37.15419194,1/1/01,10/31/13,-4686,0,24.40829175
7,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001120439,9.99E-08,36.20034684,37.15444502,1/1/01,10/31/13,-4686,0,21.99377182
8,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001091947,9.49E-08,36.20068291,37.15256799,1/1/01,10/31/13,-4686,0,21.43452679
9,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001033606,8.50E-08,36.20048599,37.15298422,1/1/01,10/31/13,-4686,0,20.28934318
10,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001541965,1.89E-07,36.20873224,37.15804524,1/1/01,10/31/13,-4686,0,30.27391073
11,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001519426,1.84E-07,36.20947529,37.16024708,1/1/01,10/31/13,-4686,0,29.83154768
12,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001126316,1.01E-07,36.21027123,37.16109504,1/1/01,10/31/13,-4686,0,22.11054569
13,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001503332,1.80E-07,36.21059313,37.16289401,1/1/01,10/31/13,-4686,0,29.5157974
14,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001192349,1.13E-07,36.21070009,37.16384324,1/1/01,10/31/13,-4686,0,23.40693314
15,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001063668,9.00E-08,36.1606651,37.1531405,1/1/01,10/31/13,-4686,0,20.87402339
16,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001012089,8.15E-08,36.16158974,37.15248662,1/1/01,10/31/13,-4686,0,19.86195735
17,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001029746,8.44E-08,36.15938519,37.15148893,1/1/01,10/31/13,-4686,0,20.2082277
18,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000831342,5.50E-08,36.16157905,37.15366852,1/1/01,10/31/13,-4686,0,16.31484685
19,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000712471,4.04E-08,36.16017762,37.15503503,1/1/01,10/31/13,-4686,0,13.98189978
20,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000715827,4.08E-08,36.15844821,37.15401031,1/1/01,10/31/13,-4686,0,14.04761819
21,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000601314,2.88E-08,36.16187886,37.15414441,1/1/01,10/31/13,-4686,0,11.80064255
22,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000889027,6.29E-08,36.16108413,37.15590045,1/1/01,10/31/13,-4686,0,17.44684544
23,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000766426,4.67E-08,36.16086997,37.15544836,1/1/01,10/31/13,-4686,0,15.04083269
24,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000987614,7.76E-08,36.16012855,37.15454972,1/1/01,10/31/13,-4686,0,19.38145183
25,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.001742322,2.42E-07,36.21185498,37.21742181,1/1/01,10/31/13,-4686,0,34.22018013
26,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001277204,1.30E-07,36.2115934,37.17614595,1/1/01,10/31/13,-4686,0,25.07281584
27,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001031226,8.46E-08,36.21099996,37.17579102,1/1/01,10/31/13,-4686,0,20.24395233
28,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001117959,9.95E-08,36.20972775,37.17672813,1/1/01,10/31/13,-4686,0,21.94639468
29,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.000954916,7.26E-08,36.2118873,37.17711981,1/1/01,10/31/13,-4686,0,18.74604263
30,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.001288039,1.32E-07,36.21219768,37.17810223,1/1/01,10/31/13,-4686,0,25.28564023
31,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000824612,5.41E-08,36.21178242,37.17852658,1/1/01,10/31/13,-4686,0,16.18801409
32,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001181002,1.11E-07,36.21143236,37.17536,1/1/01,10/31/13,-4686,0,23.18427939
33,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000899554,6.44E-08,36.21354859,37.17793275,1/1/01,10/31/13,-4686,0,17.65940408
34,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001184611,1.12E-07,36.20947699,37.17623847,1/1/01,10/31/13,-4686,0,23.25481094
35,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001608628,2.06E-07,36.20896964,37.17646381,1/1/01,10/31/13,-4686,0,31.58675705
36,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001291717,1.33E-07,36.21142664,37.17712136,1/1/01,10/31/13,-4686,0,25.35773269
37,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001306835,1.36E-07,36.21040169,37.17737044,1/1/01,10/31/13,-4686,0,25.6543159
38,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001559461,1.94E-07,36.21035772,37.17651943,1/1/01,10/31/13,-4686,0,30.61777432
39,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.00135066,1.45E-07,36.21064075,37.17395171,1/1/01,10/31/13,-4686,0,26.51468888
40,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.000999573,7.95E-08,36.20827894,37.17500156,1/1/01,10/31/13,-4686,0,19.62220214
41,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001328666,1.40E-07,36.2085865,37.17442852,1/1/01,10/31/13,-4686,0,26.08258867
42,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001087004,9.40E-08,36.20991554,37.1761937,1/1/01,10/31/13,-4686,0,21.33875095
43,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001109368,9.79E-08,36.21104782,37.17435658,1/1/01,10/31/13,-4686,0,21.77801025
44,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.000948427,7.16E-08,36.20901057,37.17434272,1/1/01,10/31/13,-4686,0,18.61825626
45,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001092156,9.49E-08,36.20953306,37.17509864,1/1/01,10/31/13,-4686,0,21.43987203
46,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000831761,5.51E-08,36.20929076,37.17191242,1/1/01,10/31/13,-4686,0,16.32808879
47,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.000627955,3.14E-08,36.2096318,37.1736498,1/1/01,10/31/13,-4686,0,12.32723883
48,Industrial Facility,Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001440381,1.65E-07,36.23523315,37.17266155,1/1/01,10/31/13,-4686,0,28.28047827
49,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001538673,1.88E-07,36.1874782,37.128338,10/31/13,1/31/14,0,92,30.20517381
50,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001517544,1.83E-07,36.19388429,37.13406653,10/31/13,1/31/14,0,92,29.79161434
51,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Unknown / Uncertain,31OCT13-31JAN14,760,0.001034476,8.52E-08,36.18312265,37.13647277,10/31/13,1/31/14,0,92,20.30408507
52,Building (General / Default),Destroyed (bld),Uncertain,1/31/2014,Pleadies 1A/B,Aleppo,Unknown / Uncertain,31OCT13-31JAN14,760,0.001306929,1.36E-07,36.17922996,37.14980801,10/31/13,1/31/14,0,92,25.65102748
53,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Unknown / Uncertain,31OCT13-31JAN14,760,0.001133945,1.02E-07,36.15655909,37.15629155,10/31/13,1/31/14,0,92,22.25261293
54,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.001327824,1.40E-07,36.15923424,37.15603413,1/1/01,10/31/13,-4686,0,26.05774144
55,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Unknown / Uncertain,31OCT13-31JAN14,760,0.001228806,1.20E-07,36.16083687,37.15383724,10/31/13,1/31/14,0,92,24.11486494
56,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),31OCT13-31JAN14,760,0.001274214,1.29E-07,36.16241425,37.15353787,10/31/13,1/31/14,0,92,25.00620349
57,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),31OCT13-31JAN14,760,0.000943239,7.08E-08,36.16405327,37.15348033,10/31/13,1/31/14,0,92,18.51109377
58,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Unknown / Uncertain,31OCT13-31JAN14,760,0.001219633,1.18E-07,36.16757732,37.15498706,10/31/13,1/31/14,0,92,23.93587207
59,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Unknown / Uncertain,31OCT13-31JAN14,760,0.001106837,9.75E-08,36.16912072,37.15490134,10/31/13,1/31/14,0,92,21.72239819
60,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001122564,1.00E-07,36.19994511,37.15584934,10/31/13,1/31/14,0,92,22.03541392
61,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Ground Fire (MBT/MBRL/GRAD),31OCT13-31JAN14,760,0.000983295,7.69E-08,36.20074976,37.15511093,10/31/13,1/31/14,0,92,19.30171679
62,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Ground Fire (MBT/MBRL/GRAD),31OCT13-31JAN14,760,0.000827528,5.45E-08,36.1983692,37.15417755,10/31/13,1/31/14,0,92,16.24384015
63,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.001190022,1.13E-07,36.20682068,37.15942986,1/1/01,10/31/13,-4686,0,23.36065143
64,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000870633,6.03E-08,36.20712753,37.15737296,1/1/01,10/31/13,-4686,0,17.09093124
65,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000993106,7.85E-08,36.20702313,37.15662332,1/1/01,10/31/13,-4686,0,19.49509728
66,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000985418,7.73E-08,36.20630133,37.15776495,1/1/01,10/31/13,-4686,0,19.3441344
67,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001063406,9.00E-08,36.20235974,37.15712446,1/1/01,10/31/13,-4686,0,20.8744813
68,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001449783,1.67E-07,36.2038383,37.15786272,1/1/01,10/31/13,-4686,0,28.45932418
69,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.001162533,1.08E-07,36.20358062,37.1605245,1/1/01,10/31/13,-4686,0,22.82054422
70,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001666477,2.21E-07,36.20322264,37.15760405,1/1/01,10/31/13,-4686,0,32.72523288
71,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000965427,7.42E-08,36.20856153,37.16043138,1/1/01,10/31/13,-4686,0,18.95198399
72,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001004536,8.03E-08,36.20869421,37.15690496,1/1/01,10/31/13,-4686,0,19.71969742
73,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000870633,6.03E-08,36.20538966,37.15732228,1/1/01,10/31/13,-4686,0,17.09074482
74,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.001117482,9.94E-08,36.20521787,37.15791189,1/1/01,10/31/13,-4686,0,21.93645725
75,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000776517,4.80E-08,36.20451784,37.15931361,1/1/01,10/31/13,-4686,0,15.24314572
76,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000745271,4.42E-08,36.2044235,37.15977505,1/1/01,10/31/13,-4686,0,14.62977419
77,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000703927,3.94E-08,36.2038819,37.15897645,1/1/01,10/31/13,-4686,0,13.81813021
78,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000814184,5.28E-08,36.20229373,37.15981405,1/1/01,10/31/13,-4686,0,15.98231696
79,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000852981,5.79E-08,36.20539871,37.16018665,1/1/01,10/31/13,-4686,0,16.74423086
80,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.00057942,2.67E-08,36.20823275,37.15689264,1/1/01,10/31/13,-4686,0,11.37436132
81,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.001193596,1.13E-07,36.20716025,37.15776619,1/1/01,10/31/13,-4686,0,23.43085522
82,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.00080715,5.18E-08,36.19801628,37.15891733,10/31/13,1/31/14,0,92,15.84380579
83,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001047183,8.73E-08,36.20107617,37.16036232,10/31/13,1/31/14,0,92,20.55586605
84,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.00097377,7.55E-08,36.19160786,37.15850782,10/31/13,1/31/14,0,92,19.11362376
85,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Unknown / Uncertain,31OCT13-31JAN14,760,0.001005538,8.05E-08,36.19406255,37.1591792,10/31/13,1/31/14,0,92,19.73752565
86,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001020971,8.30E-08,36.18877905,37.15829531,10/31/13,1/31/14,0,92,20.03977269
87,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001170281,1.09E-07,36.18971369,37.15854991,10/31/13,1/31/14,0,92,22.97062421
88,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Unknown / Uncertain,31OCT13-31JAN14,760,0.001133959,1.02E-07,36.16432418,37.16150935,10/31/13,1/31/14,0,92,22.25404297
89,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.000956528,7.28E-08,36.18259656,37.16562033,10/31/13,1/31/14,0,92,18.77412418
90,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001480334,1.74E-07,36.18696305,37.16632725,10/31/13,1/31/14,0,92,29.05587321
91,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.000929316,6.87E-08,36.20454227,37.19722025,10/31/13,1/31/14,0,92,18.24261456
92,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001557819,1.93E-07,36.19798033,37.1779538,10/31/13,1/31/14,0,92,30.58308233
93,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001095667,9.55E-08,36.19558104,37.18026534,10/31/13,1/31/14,0,92,21.5068744
94,Building (General / Default),Destroyed (bld),Medium,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001053435,8.83E-08,36.19130629,37.20372929,10/31/13,1/31/14,0,92,20.67729763
95,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001268652,1.28E-07,36.19436014,37.20337256,10/31/13,1/31/14,0,92,24.9021806
96,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.000992769,7.84E-08,36.19314662,37.20464702,10/31/13,1/31/14,0,92,19.48676822
97,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001064521,9.02E-08,36.19357062,37.20483683,10/31/13,1/31/14,0,92,20.8952091
98,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001280514,1.30E-07,36.19299062,37.20323929,1/1/01,10/31/13,-4686,0,25.13481996
99,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.000814184,5.28E-08,36.19161922,37.20324311,1/1/01,10/31/13,-4686,0,15.98122166
100,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.00079839,5.07E-08,36.19136629,37.20471538,1/1/01,10/31/13,-4686,0,15.67119196
101,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.000779324,4.83E-08,36.19225266,37.20467173,1/1/01,10/31/13,-4686,0,15.29704086
102,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.000974359,7.55E-08,36.192354,37.20339716,1/1/01,10/31/13,-4686,0,19.1252779
103,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.002258263,4.06E-07,36.18920463,37.20891565,1/1/01,10/31/13,-4686,0,44.36625533
104,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.000901142,6.46E-08,36.19027933,37.21008196,1/1/01,10/31/13,-4686,0,17.6879147
105,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Artillery (Mortar / Howitzer),Before 31OCT13,760,0.000911466,6.61E-08,36.18700571,37.20682806,1/1/01,10/31/13,-4686,0,17.89014825
106,Industrial Facility,Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001293356,1.33E-07,36.19509892,37.19756323,10/31/13,1/31/14,0,92,25.38721503
107,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001113794,9.87E-08,36.19348308,37.19945456,10/31/13,1/31/14,0,92,21.86240057
108,Field,Impact Crater (Damage to Field),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),31OCT13-31JAN14,760,0.000827538,5.45E-08,36.18997549,37.19797475,10/31/13,1/31/14,0,92,16.24316438
109,Field,Impact Crater (Damage to Field),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Artillery (Mortar / Howitzer),31OCT13-31JAN14,760,0.001043545,8.67E-08,36.18917186,37.19747139,10/31/13,1/31/14,0,92,20.48287971
110,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001614957,2.08E-07,36.20057457,37.20328259,10/31/13,1/31/14,0,92,31.70931204
111,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001592219,2.02E-07,36.22277787,37.16837053,1/1/01,10/31/13,-4686,0,31.26730379
112,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.000953685,7.24E-08,36.22374164,37.16733002,1/1/01,10/31/13,-4686,0,18.723275
113,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001061684,8.97E-08,36.22357759,37.16819757,1/1/01,10/31/13,-4686,0,20.84357932
114,Building (General / Default),Destroyed (bld),Very High,10/31/2013,Worldview-2,Aleppo,Air Strike / Missile (SSM),Before 31OCT13,760,0.001192922,1.13E-07,36.22347218,37.16863721,1/1/01,10/31/13,-4686,0,23.42005283
115,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.001126939,1.01E-07,36.21102456,37.18764203,10/31/13,1/31/14,0,92,22.12292283
116,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.000904658,6.51E-08,36.21606894,37.1892162,10/31/13,1/31/14,0,92,17.75987821
117,Building (General / Default),Destroyed (bld),Very High,1/31/2014,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),31OCT13-31JAN14,760,0.000798497,5.07E-08,36.19628482,37.19172938,10/31/13,1/31/14,0,92,15.67377163
